date,close,high,low,open,volume,short_ma,long_ma,signal,position_pct,cash,shares,portfolio_value,equity_pct,risk_budget,max_position_pct,signal_strength,buy_hold_value
2024-03-13,50.244632720947266,51.0709244681701,49.80659506431831,49.8364636848741,847700,45.5705961227417,46.38414710998535,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,10000.0
2024-03-14,48.81106185913086,49.35860894561778,48.044499735712414,48.81106185913086,1127600,46.00016918182373,46.176876831054685,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9714.719398498535
2024-03-15,50.09530258178711,50.52338277909794,48.80110831446602,49.199319890284606,1052000,46.448159790039064,46.03033416748047,buy,0.17032402877807618,8296.759712219238,34,10000.0,0.0,0.02,1,0.25,9970.283302307129
2024-03-18,49.94596862792969,51.419363165153165,49.776729570269055,51.419363165153165,1008900,46.78664150238037,45.93018333435059,hold,0.16990255888598332,8296.759712219238,34,9994.922645568848,0.16990255888598332,0.02,1,0.15,9940.565845489502
2024-03-19,47.8553466796875,48.86083872635665,47.68610762494571,48.60199761036412,930900,47.06837768554688,45.79917091369629,hold,0.16395684949416547,8296.759712219238,34,9923.841499328613,0.16395684949416547,0.02,1,0.04999999999999999,9524.532077789307
2024-03-20,50.28445053100586,51.001236651928686,47.53677673024017,47.61642132041519,1034500,47.44618301391601,45.72848785400391,hold,0.1708572529887792,8296.759712219238,34,10006.431030273438,0.1708572529887792,0.02,1,0.0,10007.92374420166
2024-03-21,49.3088264465332,50.88177290308037,49.27896162443723,49.428293330243164,856600,47.76425628662109,45.6675611114502,hold,0.16809951118144587,8296.759712219238,34,9973.259811401367,0.16809951118144587,0.02,1,0.0,9813.774551391602
2024-03-22,47.755794525146484,48.840927358057485,47.55668685166811,48.49248798005458,878100,47.97829627990723,45.61917808532715,hold,0.16367159886775892,8296.759712219238,34,9920.456726074219,0.16367159886775892,0.02,1,0.0,9504.721199035645
2024-03-25,46.143028259277344,47.28789459484951,46.09325228765751,46.7702161351442,928200,48.08929843902588,45.54630500793457,hold,0.15902320743560802,8296.759712219238,34,9865.622673034668,0.15902320743560802,0.02,1,0.0,9183.780712127686
2024-03-26,45.655216217041016,46.8996344357887,45.655216217041016,46.15298350454009,960600,48.099751472473145,45.49075416564941,hold,0.15760701694549464,8296.759712219238,34,9849.037063598633,0.15760701694549464,0.02,1,0.0,9086.706115722656
2024-03-27,48.273475646972656,48.691598366678775,45.94392447209558,45.94392447209558,1348900,48.222700119018555,45.47462661743164,hold,0.16515280863918003,8296.759712219238,34,9938.057884216309,0.16515280863918003,0.02,1,0.0,9607.739742279053
2024-03-28,48.94047927856445,49.438246563251916,48.00467815051071,48.88074583724328,844300,48.19482498168945,45.48537841796875,hold,0.16705354847136575,8296.759712219238,34,9960.73600769043,0.16705354847136575,0.02,1,0.0,9740.47346496582
2024-04-01,48.771240234375,49.726952509726395,48.482534297759585,49.57762080522517,649100,48.07336978912353,45.506085510253904,hold,0.166572093041061,8296.759712219238,34,9954.981880187988,0.166572093041061,0.02,1,0.0,9706.79489517212
2024-04-02,47.90512466430664,48.38298082432424,47.41731482909965,47.56664274291961,815100,48.07287197113037,45.51086402893066,hold,0.16409940731241132,8296.759712219238,34,9925.533950805664,0.16409940731241132,0.02,1,0.0,9534.437896728516
2024-04-03,49.44820022583008,49.5577096360605,48.14405237077354,48.24360430862138,1048400,48.32673320770264,45.54690231323242,hold,0.16849459381313878,8296.759712219238,34,9977.998519897461,0.16849459381313878,0.02,1,0.0,9841.50993347168
2024-04-04,47.61642074584961,50.22472027999894,47.29784618665672,49.906149518469086,1190800,48.39642066955567,45.535155029296874,hold,0.16327191863351423,8296.759712219238,34,9915.718017578125,0.16327191863351423,0.02,1,0.0,9476.985816955566
2024-04-05,47.397403717041016,48.22369547426234,46.899636408603556,47.12860891476521,782500,48.436739921569824,45.512257766723636,hold,0.16264307415939316,8296.759712219238,34,9908.271438598633,0.16264307415939316,0.02,1,0.0,9433.401428222656
2024-04-08,49.587581634521484,50.43378455687875,47.8653071682869,48.761286062959904,1358200,48.62489624023438,45.562631912231446,hold,0.1688893229572918,8296.759712219238,34,9982.737487792969,0.1688893229572918,0.02,1,0.0,9869.24683380127
2024-04-09,51.339717864990234,51.528868067582806,49.955925409699184,49.955925409699184,1045800,48.7538179397583,45.654420166015626,hold,0.1738196079005546,8296.759712219238,34,10042.310119628906,0.1738196079005546,0.02,1,0.0,10217.92194366455
2024-04-10,50.92159652709961,51.26007844445544,49.55771138494233,49.926061922836965,1206800,48.815043449401855,45.756562042236325,hold,0.17264838990669595,8296.759712219238,34,10028.093994140625,0.17264838990669595,0.02,1,0.0,10134.715797424316
2024-04-11,50.931549072265625,51.668246334048305,50.15503331341979,51.07092330614431,905700,48.849389266967776,45.876623458862305,hold,0.1726763069962741,8296.759712219238,34,10028.43238067627,0.1726763069962741,0.02,1,0.0,10136.696353912354
2024-04-12,47.72592544555664,50.89172565058859,47.70601429863445,50.61297718900386,990800,48.79513244628906,45.99349914550781,hold,0.16358597587646134,8296.759712219238,34,9919.441177368164,0.16358597587646134,0.02,1,0.0,9498.777252197266
2024-04-15,46.74034881591797,48.512399135071895,45.97378674138229,47.92503358692965,784700,48.62738475799561,46.08887138366699,hold,0.16075084560048872,8296.759712219238,34,9885.93157196045,0.16075084560048872,0.02,1,0.0,9302.64750289917
2024-04-16,45.326690673828125,46.24258451195485,45.316736998459284,45.704994898119374,827800,48.396420860290526,46.186234664916995,hold,0.15665056788661869,8296.759712219238,34,9837.867195129395,0.15665056788661869,0.02,1,0.0,9021.329532623291
2024-04-17,45.81450271606445,46.84985961078823,45.615395036669405,45.78463789333728,1107400,48.294378662109374,46.319039001464844,hold,0.1580699733651912,8296.759712219238,34,9854.45280456543,0.1580699733651912,0.02,1,0.0,9118.40412902832
2024-04-18,45.60544204711914,46.33218185982067,45.386423216726314,45.81450340467783,1144500,48.06042823791504,46.424366607666016,hold,0.15746224695645888,8296.759712219238,34,9847.344741821289,0.15746224695645888,0.02,1,0.0,9076.801055908203
2024-04-19,44.78910446166992,45.64526104936122,44.6397727488148,45.097717764997796,1463900,47.834442138671875,46.51436294555664,hold,0.15508077891737385,8296.759712219238,34,9819.589263916016,0.15508077891737385,0.02,1,0.0,8914.349876403809
2024-04-22,43.7935676574707,44.77914476075517,42.60887908184398,44.400840558630954,1241300,47.63633079528809,46.58484680175781,hold,0.15215825745243833,8296.759712219238,34,9785.741012573242,0.15215825745243833,0.02,1,0.0,8716.238052368164
2024-04-23,44.589996337890625,45.07780617277463,43.17633520915264,43.255979801267756,1257800,47.55867919921875,46.67544044494629,hold,0.15449788533638625,8296.759712219238,34,9812.81958770752,0.15449788533638625,0.02,1,0.0,8874.727359771729
2024-04-24,43.0767822265625,44.60990640879198,42.54915010836086,43.81347569752367,2556300,47.42975749969482,46.70570472717285,hold,0.15004149514893844,8296.759712219238,34,9761.370307922363,0.15004149514893844,0.02,1,0.0,8573.597751617432
2024-04-25,43.31570816040039,43.425217572472604,41.94187316621185,43.05687083904493,1212300,47.18186912536621,46.7835555267334,hold,0.15074824849271237,8296.759712219238,34,9769.493789672852,0.15074824849271237,0.02,1,0.0,8621.144012451172
2024-04-26,43.94289779663086,44.45062258272804,43.43517680819689,43.6143733447414,859200,46.93199005126953,46.85802146911621,hold,0.15259792275510042,8296.759712219238,34,9790.818237304688,0.15259792275510042,0.02,1,0.0,8745.954750061035
2024-04-29,46.99918746948242,47.24807111903189,45.4959318971754,45.58553016291974,1503600,46.8433874130249,46.97529541015625,sell,0.14249760496836048,8484.756462097168,30,9894.73208618164,0.16149728563080853,0.02,1,0.25,9354.156394958496
2024-04-30,45.4859733581543,46.09325005644444,44.83887816309368,45.62535138867151,1615900,46.72242984771729,47.021488189697266,hold,0.13854530370943935,8484.756462097168,30,9849.335662841797,0.13854530370943935,0.02,1,0.15,9053.0267868042
2024-05-01,45.62535095214844,46.92949880223204,44.629816386814156,45.605439805122195,681200,46.531287384033206,47.089582748413086,hold,0.13891086095062863,8484.756462097168,30,9853.516990661621,0.13891086095062863,0.02,1,0.04999999999999999,9080.762928009033
2024-05-02,46.4914665222168,46.989233821603136,45.34660021456297,46.39191078374166,723700,46.475039672851565,47.16484519958496,hold,0.1411755585850966,8484.756462097168,30,9879.500457763672,0.1411755585850966,0.02,1,0.0,9253.119926452637
2024-05-03,47.46709060668945,48.25356386165362,47.377492339697795,47.64628714067276,835400,46.47852401733398,47.25523979187012,hold,0.14371237156599895,8484.756462097168,30,9908.769180297852,0.14371237156599895,0.02,1,0.0,9447.269119262695
2024-05-06,47.7458381652832,48.36307234721463,47.4073562517819,48.23365178678861,622400,46.38643684387207,47.3406566619873,hold,0.14443441931731704,8484.756462097168,30,9917.131607055664,0.14443441931731704,0.02,1,0.0,9502.739883422852
2024-05-07,47.795616149902344,48.63186539511307,47.287895157082346,47.40735824992295,803100,46.209231758117674,47.418109283447265,hold,0.1445632325264419,8484.756462097168,30,9918.624946594238,0.1445632325264419,0.02,1,0.0,9512.64570236206
2024-05-08,47.48699951171875,47.74583682765623,46.471553799663134,47.029054523241605,1192400,46.037501907348634,47.45892616271973,hold,0.14376398258219053,8484.756462097168,30,9909.36644744873,0.14376398258219053,0.02,1,0.0,9451.230991363525
2024-05-09,48.29999923706055,49.45000076293945,47.5,47.900001525878906,1365200,45.90592441558838,47.50863609313965,hold,0.14586626780907858,8484.756462097168,30,9933.756439208984,0.14586626780907858,0.02,1,0.0,9613.017936706543
2024-05-10,46.790000915527344,48.65999984741211,46.380001068115234,48.65999984741211,1139400,45.85912818908692,47.45447647094726,hold,0.141953400811076,8484.756462097168,30,9888.456489562988,0.141953400811076,0.02,1,0.0,9312.528270721436
2024-05-13,48.099998474121094,48.209999084472656,46.709999084472656,47.20000076293945,725900,45.92711067199707,47.39246955871582,hold,0.14535005631800188,8484.756462097168,30,9927.7564163208,0.14535005631800188,0.02,1,0.0,9573.217784881592
2024-05-14,49.5099983215332,49.68000030517578,48.400001525878906,48.4900016784668,1106700,46.13627605438232,47.424367904663086,hold,0.14897608281298644,8484.756462097168,30,9970.056411743164,0.14897608281298644,0.02,1,0.0,9853.807754516602
2024-05-15,47.97999954223633,50.0099983215332,47.91999816894531,50.0099983215332,1142900,46.24455089569092,47.496548385620116,hold,0.1450400337556486,8484.756462097168,30,9924.156448364258,0.1450400337556486,0.02,1,0.0,9549.337997436523
2024-05-16,47.970001220703125,48.4900016784668,47.20000076293945,48.040000915527344,878900,46.36277885437012,47.5314949798584,hold,0.14501419249733852,8484.756462097168,30,9923.856498718262,0.14501419249733852,0.02,1,0.0,9547.348331451416
2024-05-17,47.849998474121094,48.66999816894531,47.540000915527344,47.90999984741211,740600,46.51582355499268,47.556674575805665,hold,0.14470391630824672,8484.756462097168,30,9920.2564163208,0.14470391630824672,0.02,1,0.0,9523.467784881592
2024-05-20,48.900001525878906,48.91999816894531,47.380001068115234,47.849998474121094,700800,46.771145248413085,47.61818550109863,hold,0.14741116752763395,8484.756462097168,30,9951.756507873535,0.14741116752763395,0.02,1,0.0,9732.418392181396
2024-05-21,47.310001373291016,48.970001220703125,47.150001525878906,48.36000061035156,565500,46.907145500183105,47.58915985107422,hold,0.14330492164765135,8484.756462097168,30,9904.056503295898,0.14330492164765135,0.02,1,0.0,9416.008361816406
2024-05-22,47.5099983215332,47.72999954223633,46.459999084472656,46.70000076293945,1138900,47.12880630493164,47.54541809082031,hold,0.14382359599457498,8484.756462097168,30,9910.056411743164,0.14382359599457498,0.02,1,0.0,9455.807754516602
2024-05-23,48.619998931884766,50.38999938964844,47.150001525878906,47.619998931884766,1860000,47.39402084350586,47.512925415039064,hold,0.1466909064576964,8484.756462097168,30,9943.356430053711,0.1466909064576964,0.02,1,0.0,9676.697875976562
2024-05-24,49.45000076293945,49.720001220703125,48.16999816894531,48.59000015258789,1396700,47.66937599182129,47.52570419311523,buy,0.32244857006162675,6754.006435394287,65,9968.256484985352,0.14882241695152004,0.02,1,0.25,9841.868240356445
2024-05-28,49.61000061035156,50.72999954223633,49.130001068115234,49.70000076293945,1159800,47.799916648864745,47.515998153686525,hold,0.32315473007112966,6754.006435394287,65,9978.656475067139,0.32315473007112966,0.02,1,0.15,9873.708209991455
2024-05-29,47.0099983215332,48.900001525878906,46.970001220703125,48.619998931884766,941700,47.876117897033694,47.4572787475586,hold,0.31149408187820504,6754.006435394287,65,9809.656326293945,0.31149408187820504,0.02,1,0.04999999999999999,9356.307754516602
2024-05-30,46.75,47.31999969482422,46.40999984741211,46.9900016784668,982700,47.93235034942627,47.43517181396484,hold,0.31030588987355434,6754.006435394287,65,9792.756435394287,0.31030588987355434,0.02,1,0.0,9304.568088531494
2024-05-31,46.70000076293945,48.209999084472656,46.060001373291016,47.189998626708984,1126000,47.9427770614624,47.363482818603515,hold,0.31007692310605856,6754.006435394287,65,9789.506484985352,0.31007692310605856,0.02,1,0.0,9294.618240356445
2024-06-03,46.41999816894531,47.599998474121094,46.279998779296875,47.599998474121094,592500,47.8904224395752,47.30570625305176,hold,0.308791862959485,6754.006435394287,65,9771.306316375732,0.308791862959485,0.02,1,0.0,9238.897724151611
2024-06-04,45.540000915527344,45.9900016784668,45.2400016784668,45.54999923706055,731100,47.780130577087405,47.261390380859375,hold,0.3047218044255817,6754.006435394287,65,9714.106494903564,0.3047218044255817,0.02,1,0.0,9063.778270721436
2024-06-05,46.83000183105469,46.95000076293945,45.279998779296875,45.810001373291016,795000,47.73184986114502,47.275129852294924,hold,0.31067193471557175,6754.006435394287,65,9797.956554412842,0.31067193471557175,0.02,1,0.0,9320.488452911377
2024-06-06,47.06999969482422,47.099998474121094,46.11000061035156,46.36000061035156,619700,47.71099987030029,47.303425521850585,hold,0.31176770689503913,6754.006435394287,65,9813.556415557861,0.31176770689503913,0.02,1,0.0,9368.248027801514
2024-06-07,45.43000030517578,46.83000183105469,45.22999954223633,46.2400016784668,835200,47.56749992370605,47.24655601501465,hold,0.3042096699882889,6754.006435394287,65,9706.956455230713,0.3042096699882889,0.02,1,0.0,9041.888149261475
2024-06-10,45.86000061035156,45.900001525878906,44.810001373291016,45.220001220703125,547300,47.520999908447266,47.18494644165039,hold,0.3062073628860716,6754.006435394287,65,9734.906475067139,0.3062073628860716,0.02,1,0.0,9127.458209991455
2024-06-11,44.83000183105469,45.209999084472656,44.2400016784668,45.0099983215332,577600,47.357500076293945,47.106121673583985,hold,0.30140289756355093,6754.006435394287,65,9667.956554412842,0.30140289756355093,0.02,1,0.0,8922.488452911377
2024-06-12,44.38999938964844,46.400001525878906,44.150001525878906,46.13999938964844,1001500,47.10150012969971,47.03581916809082,hold,0.2993301463163922,6754.006435394287,65,9639.356395721436,0.2993301463163922,0.02,1,0.0,8834.927967071533
2024-06-13,43.58000183105469,44.56999969482422,43.459999084472656,44.20000076293945,1128500,46.881500244140625,46.91845520019531,sell,0.2591150662921547,7102.646450042725,57,9586.706554412842,0.29548209314017637,0.02,1,0.25,8673.738452911377
2024-06-14,42.41999816894531,43.150001525878906,41.52000045776367,43.0099983215332,1366400,46.604000091552734,46.81452674865723,hold,0.2539696409275159,7102.646450042725,57,9520.586345672607,0.2539696409275159,0.02,1,0.15,8442.897724151611
2024-06-17,42.18000030517578,42.59000015258789,41.41999816894531,42.20000076293945,1007900,46.320500183105466,46.71017868041992,hold,0.25289614719886944,7102.646450042725,57,9506.906467437744,0.25289614719886944,0.02,1,0.04999999999999999,8395.138149261475
2024-06-18,41.560001373291016,42.59000015258789,41.099998474121094,42.0,971000,45.95350017547607,46.54962707519531,hold,0.2501085824815182,7102.646450042725,57,9471.566528320312,0.2501085824815182,0.02,1,0.0,8271.758361816406
2024-06-20,40.38999938964844,41.150001525878906,40.18000030517578,41.06999969482422,1264200,45.607500076293945,46.33063270568848,hold,0.24479109172303842,7102.646450042725,57,9404.876415252686,0.24479109172303842,0.02,1,0.0,8038.927967071533
2024-06-21,40.77000045776367,41.459999084472656,40.29999923706055,40.4900016784668,1514300,45.27050018310547,46.127600784301755,hold,0.24652639195486264,7102.646450042725,57,9426.536476135254,0.24652639195486264,0.02,1,0.0,8114.548179626465
2024-06-24,40.68000030517578,40.880001068115234,39.810001373291016,40.599998474121094,1099600,44.87350025177002,45.92256980895996,hold,0.2461161213465437,7102.646450042725,57,9421.406467437744,0.2461161213465437,0.02,1,0.0,8096.638149261475
2024-06-25,40.22999954223633,41.189998626708984,39.97999954223633,40.959999084472656,1172200,44.41250019073486,45.772651290893556,hold,0.2440580481697283,7102.646450042725,57,9395.756423950195,0.2440580481697283,0.02,1,0.0,8007.087997436523
2024-06-26,42.77000045776367,42.81999969482422,41.0,41.0,1288300,44.070500183105466,45.69324432373047,hold,0.2555296583363713,7102.646450042725,57,9540.536476135254,0.2555296583363713,0.02,1,0.0,8512.548179626465
2024-06-27,41.47999954223633,42.369998931884766,41.029998779296875,42.369998931884766,929600,43.794000244140626,45.61631050109863,hold,0.24974737187522894,7102.646450042725,57,9467.006423950195,0.24974737187522894,0.02,1,0.0,8255.837997436523
2024-06-28,40.75,41.529998779296875,40.560001373291016,41.529998779296875,1554900,43.49400024414062,45.51502044677734,hold,0.24643525737206218,7102.646450042725,57,9425.396450042725,0.24643525737206218,0.02,1,0.0,8110.568088531494
2024-07-01,40.369998931884766,41.5,40.13999938964844,40.75,789300,43.17750015258789,45.41031158447266,hold,0.2446995368532381,7102.646450042725,57,9403.736389160156,0.2446995368532381,0.02,1,0.0,8034.9478759765625
2024-07-02,40.54999923706055,41.5,40.11000061035156,41.02000045776367,758600,42.88400020599365,45.32552947998047,hold,0.2455227149760761,7102.646450042725,57,9413.996406555176,0.2455227149760761,0.02,1,0.0,8070.767936706543
2024-07-03,42.25,42.790000915527344,40.93000030517578,41.16999816894531,695400,42.71950016021729,45.29465812683105,hold,0.25320956995480504,7102.646450042725,57,9510.896450042725,0.25320956995480504,0.02,1,0.0,8409.068088531494
2024-07-05,41.38999938964844,42.45000076293945,41.22999954223633,42.209999084472656,649700,42.44750003814697,45.23065818786621,hold,0.2493406023996305,7102.646450042725,57,9461.876415252686,0.2493406023996305,0.02,1,0.0,8237.927967071533
2024-07-08,41.5,41.900001525878906,41.2599983215332,41.40999984741211,484800,42.16900005340576,45.19912254333496,hold,0.2498377071458718,7102.646450042725,57,9468.146450042725,0.2498377071458718,0.02,1,0.0,8259.818088531494
2024-07-09,40.22999954223633,41.63999938964844,40.15999984741211,41.5,1203300,41.90900001525879,45.13740837097168,hold,0.2440580481697283,7102.646450042725,57,9395.756423950195,0.2440580481697283,0.02,1,0.0,8007.087997436523
2024-07-10,41.619998931884766,42.15999984741211,40.31999969482422,40.31999969482422,950800,41.69699993133545,45.090950393676756,hold,0.25037924506482706,7102.646450042725,57,9474.986389160156,0.25037924506482706,0.02,1,0.0,8283.697875976562
2024-07-11,42.560001373291016,42.84000015258789,41.56999969482422,42.810001373291016,1181400,41.583499908447266,45.00216667175293,hold,0.25459444199370324,7102.646450042725,57,9528.566528320312,0.25459444199370324,0.02,1,0.0,8470.758361816406
2024-07-12,42.81999969482422,42.880001068115234,42.18000030517578,42.560001373291016,770000,41.50499992370605,44.94884719848633,hold,0.2557519806863594,7102.646450042725,57,9543.386432647705,0.2557519806863594,0.02,1,0.0,8522.498027801514
2024-07-15,41.709999084472656,42.779998779296875,41.220001220703125,41.599998474121094,744900,41.41149978637695,44.870540161132816,hold,0.25078488997795495,7102.646450042725,57,9480.116397857666,0.25078488997795495,0.02,1,0.0,8301.607906341553
2024-07-16,42.619998931884766,42.650001525878906,41.18000030517578,41.849998474121094,703700,41.42149982452393,44.79311080932617,hold,0.25486187662627113,7102.646450042725,57,9531.986389160156,0.25486187662627113,0.02,1,0.0,8482.697875976562
2024-07-17,40.939998626708984,42.279998779296875,40.040000915527344,42.0,1473100,41.35949974060058,44.662568969726564,hold,0.24730012080940503,7102.646450042725,57,9436.226371765137,0.24730012080940503,0.02,1,0.0,8148.377815246582
2024-07-18,39.63999938964844,41.650001525878906,39.41999816894531,40.959999084472656,1533600,41.263499641418456,44.500452194213864,hold,0.24134260369832627,7102.646450042725,57,9362.126415252686,0.24134260369832627,0.02,1,0.0,7889.677967071533
2024-07-19,39.650001525878906,39.88999938964844,38.66999816894531,39.5,994600,41.22649974822998,44.3375399017334,hold,0.24138880054900957,7102.646450042725,57,9362.696537017822,0.24138880054900957,0.02,1,0.0,7891.6683921813965
2024-07-22,39.72999954223633,40.290000915527344,39.060001373291016,40.290000915527344,750000,41.174499702453616,44.18239990234375,hold,0.24175808490918616,7102.646450042725,57,9367.256423950195,0.24175808490918616,0.02,1,0.0,7907.587997436523
2024-07-23,38.72999954223633,39.45000076293945,38.56999969482422,39.0,703200,41.07699966430664,43.990999908447264,hold,0.2371159153284434,7102.646450042725,57,9310.256423950195,0.2371159153284434,0.02,1,0.0,7708.587997436523
2024-07-24,37.810001373291016,38.7599983215332,37.310001373291016,38.5,1619300,40.955999755859374,43.811399917602536,hold,0.23279464133737918,7102.646450042725,57,9257.816528320312,0.23279464133737918,0.02,1,0.0,7525.508361816406
2024-07-25,37.45000076293945,38.5,37.2400016784668,37.720001220703125,928600,40.68999977111817,43.59839996337891,hold,0.2310903460750275,7102.646450042725,57,9237.296493530273,0.2310903460750275,0.02,1,0.0,7453.868240356445
2024-07-26,38.33000183105469,38.900001525878906,37.77000045776367,38.630001068115234,769300,40.53249988555908,43.374800033569336,hold,0.23524310359568,7102.646450042725,57,9287.456554412842,0.23524310359568,0.02,1,0.0,7628.988452911377
2024-07-29,37.93000030517578,38.18000030517578,37.380001068115234,38.119998931884766,789000,40.39149990081787,43.17380004882813,hold,0.23336105607302138,7102.646450042725,57,9264.656467437744,0.23336105607302138,0.02,1,0.0,7549.388149261475
2024-07-30,37.72999954223633,38.22999954223633,37.459999084472656,37.7400016784668,742200,40.25949993133545,42.969000015258786,hold,0.23241655427823754,7102.646450042725,57,9253.256423950195,0.23241655427823754,0.02,1,0.0,7509.587997436523
2024-07-31,38.060001373291016,38.68000030517578,37.900001525878906,38.189998626708984,1017000,40.13500003814697,42.77320007324219,hold,0.23397373947343653,7102.646450042725,57,9272.066528320312,0.23397373947343653,0.02,1,0.0,7575.258361816406
2024-08-01,36.630001068115234,38.66999816894531,36.15999984741211,37.900001525878906,1638700,39.854000091552734,42.52780006408691,hold,0.22717993827692165,7102.646450042725,57,9190.556510925293,0.22717993827692165,0.02,1,0.0,7290.688301086426
2024-08-02,35.209999084472656,36.0,34.630001068115234,36.0,1238900,39.545000076293945,42.285800018310546,hold,0.2203133326543724,7102.646450042725,57,9109.616397857666,0.2203133326543724,0.02,1,0.0,7008.107906341553
2024-08-05,33.880001068115234,35.029998779296875,32.2400016784668,32.9900016784668,1967300,39.16400012969971,42.01320007324219,hold,0.21377035898954272,7102.646450042725,57,9033.806510925293,0.21377035898954272,0.02,1,0.0,6743.438301086426
2024-08-06,34.33000183105469,34.5099983215332,33.619998931884766,33.90999984741211,1037900,38.86900024414062,41.727400131225586,hold,0.21599641133186506,7102.646450042725,57,9059.456554412842,0.21599641133186506,0.02,1,0.0,6832.988452911377
2024-08-07,34.7599983215332,35.79999923706055,34.720001220703125,35.47999954223633,1298900,38.52600021362305,41.43360008239746,hold,0.21811176165070434,7102.646450042725,57,9083.966354370117,0.21811176165070434,0.02,1,0.0,6918.557754516602
2024-08-08,35.97999954223633,36.529998779296875,35.0,35.470001220703125,975100,38.197000122070314,41.16100006103515,hold,0.22405184187574123,7102.646450042725,57,9153.506423950195,0.22405184187574123,0.02,1,0.0,7161.337997436523
2024-08-09,36.58000183105469,37.81999969482422,36.209999084472656,37.290000915527344,1149400,37.885000228881836,40.95240013122559,hold,0.2269402153869037,7102.646450042725,57,9187.706554412842,0.2269402153869037,0.02,1,0.0,7280.738452911377
2024-08-12,35.04999923706055,36.68000030517578,34.720001220703125,36.61000061035156,1469700,37.55200023651123,40.718400115966794,hold,0.21953197575830924,7102.646450042725,57,9100.496406555176,0.21953197575830924,0.02,1,0.0,6976.267936706543
2024-08-13,36.38999938964844,36.5,35.04999923706055,35.209999084472656,1023200,37.24050025939941,40.512200088500975,hold,0.22602788479993352,7102.646450042725,57,9176.876415252686,0.22602788479993352,0.02,1,0.0,7242.927967071533
2024-08-14,35.65999984741211,36.34000015258789,34.59000015258789,36.34000015258789,1343600,36.97650032043457,40.297000122070315,hold,0.22250254049548843,7102.646450042725,57,9135.266441345215,0.22250254049548843,0.02,1,0.0,7097.658058166504
2024-08-15,36.970001220703125,37.369998931884766,36.16999816894531,36.459999084472656,730200,36.843000411987305,40.12560012817383,hold,0.2288061448730141,7102.646450042725,57,9209.936519622803,0.2288061448730141,0.02,1,0.0,7358.348331451416
2024-08-16,37.09000015258789,37.2400016784668,36.54999923706055,36.84000015258789,613200,36.71500034332276,39.93080009460449,hold,0.22937846199933473,7102.646450042725,57,9216.776458740234,0.22937846199933473,0.02,1,0.0,7382.228118896484
2024-08-19,37.529998779296875,37.779998779296875,36.58000183105469,37.279998779296875,885900,36.60500030517578,39.740000076293946,hold,0.2314697223538582,7102.646450042725,57,9241.856380462646,0.2314697223538582,0.02,1,0.0,7469.787845611572
2024-08-20,37.27000045776367,37.75,36.970001220703125,37.27000045776367,875400,36.532000350952146,39.5768000793457,hold,0.230235355803246,7102.646450042725,57,9227.036476135254,0.230235355803246,0.02,1,0.0,7418.048179626465
